,HCP_ID,Mean difference from the average map,Hemisphere,Hemi visual area,Visual area,Half
491,572045,17.64787768242854,LH,V2d,V2,dorsal
492,573249,28.547881752345287,LH,V2d,V2,dorsal
493,581450,26.433668327032056,LH,V2d,V2,dorsal
494,585256,21.627138271209883,LH,V2d,V2,dorsal
495,601127,14.365137622846193,LH,V2d,V2,dorsal
496,617748,24.18113446107716,LH,V2d,V2,dorsal
497,627549,37.816507358432744,LH,V2d,V2,dorsal
498,638049,19.6990325887949,LH,V2d,V2,dorsal
499,644246,26.84843264273633,LH,V2d,V2,dorsal
500,654552,22.580372574221414,LH,V2d,V2,dorsal
501,671855,23.934010139941055,LH,V2d,V2,dorsal
502,680957,24.597755779695838,LH,V2d,V2,dorsal
503,690152,16.980941569029792,LH,V2d,V2,dorsal
504,706040,17.0608281814907,LH,V2d,V2,dorsal
505,724446,15.882278651661396,LH,V2d,V2,dorsal
506,725751,26.780007147266417,LH,V2d,V2,dorsal
507,732243,37.14713926390974,LH,V2d,V2,dorsal
508,751550,21.436877600544957,LH,V2d,V2,dorsal
509,757764,19.721003789738948,LH,V2d,V2,dorsal
510,765864,22.179618338498347,LH,V2d,V2,dorsal
511,770352,25.047378417958715,LH,V2d,V2,dorsal
512,771354,32.78680409668324,LH,V2d,V2,dorsal
513,782561,16.41674614095114,LH,V2d,V2,dorsal
514,783462,17.650343877111368,LH,V2d,V2,dorsal
515,789373,22.445429622724248,LH,V2d,V2,dorsal
516,814649,23.616562843602367,LH,V2d,V2,dorsal
517,818859,24.11611453118871,LH,V2d,V2,dorsal
518,825048,23.437036588070082,LH,V2d,V2,dorsal
519,826353,17.87736115321278,LH,V2d,V2,dorsal
520,833249,28.050960885260427,LH,V2d,V2,dorsal
521,859671,32.71763954476077,LH,V2d,V2,dorsal
522,861456,31.44855830153533,LH,V2d,V2,dorsal
523,871762,32.35745185610146,LH,V2d,V2,dorsal
524,872764,17.99525567379899,LH,V2d,V2,dorsal
525,878776,33.314794794189304,LH,V2d,V2,dorsal
526,878877,21.134404453457805,LH,V2d,V2,dorsal
527,898176,20.395464318179158,LH,V2d,V2,dorsal
528,899885,14.47970689110171,LH,V2d,V2,dorsal
529,901139,27.234113612912253,LH,V2d,V2,dorsal
530,901442,24.306631034926088,LH,V2d,V2,dorsal
531,905147,15.359678794312108,LH,V2d,V2,dorsal
532,910241,43.18445420560167,LH,V2d,V2,dorsal
533,926862,20.28855131557476,LH,V2d,V2,dorsal
534,927359,23.261147697220004,LH,V2d,V2,dorsal
535,942658,30.0069299562894,LH,V2d,V2,dorsal
536,943862,20.438515761791603,LH,V2d,V2,dorsal
537,951457,21.354929118138845,LH,V2d,V2,dorsal
538,958976,32.72066132943379,LH,V2d,V2,dorsal
539,966975,20.625002110260603,LH,V2d,V2,dorsal
540,971160,22.657558276366732,LH,V2d,V2,dorsal
541,973770,23.446093389565746,LH,V2d,V2,dorsal
542,995174,44.523682152491126,LH,V2d,V2,dorsal
543,100610,6.604587896149023,RH,V2d,V2,dorsal
544,102311,9.063637798387921,RH,V2d,V2,dorsal
545,102816,10.837558595679738,RH,V2d,V2,dorsal
546,104416,16.01857081428856,RH,V2d,V2,dorsal
547,105923,19.171115570360342,RH,V2d,V2,dorsal
548,108323,10.647180577832689,RH,V2d,V2,dorsal
549,109123,17.987596362170592,RH,V2d,V2,dorsal
550,111312,8.335501792845804,RH,V2d,V2,dorsal
551,111514,14.096895600934934,RH,V2d,V2,dorsal
552,114823,9.807547650010113,RH,V2d,V2,dorsal
553,115017,20.17398932532271,RH,V2d,V2,dorsal
554,115825,29.6346190945,RH,V2d,V2,dorsal
555,116726,7.7254206963555765,RH,V2d,V2,dorsal
556,118225,11.188472507682727,RH,V2d,V2,dorsal
557,125525,16.659219167015166,RH,V2d,V2,dorsal
558,126426,22.164371608425466,RH,V2d,V2,dorsal
559,128935,18.833838427868116,RH,V2d,V2,dorsal
560,130114,25.86757013827398,RH,V2d,V2,dorsal
561,130518,15.610993815116018,RH,V2d,V2,dorsal
562,131217,19.60680373548144,RH,V2d,V2,dorsal
563,131722,16.91295137035473,RH,V2d,V2,dorsal
564,132118,6.932875952393528,RH,V2d,V2,dorsal
565,134627,16.59619065416672,RH,V2d,V2,dorsal
566,134829,11.485316881982001,RH,V2d,V2,dorsal
567,135124,10.184218728245952,RH,V2d,V2,dorsal
568,137128,28.081735682586274,RH,V2d,V2,dorsal
569,140117,18.695983043197767,RH,V2d,V2,dorsal
570,144226,13.632843694579316,RH,V2d,V2,dorsal
571,145834,11.70790479575073,RH,V2d,V2,dorsal
572,146129,15.086454069361944,RH,V2d,V2,dorsal
573,146432,16.20205284652349,RH,V2d,V2,dorsal
574,146735,18.91448974033087,RH,V2d,V2,dorsal
575,146937,12.998059517276884,RH,V2d,V2,dorsal
576,148133,10.438093421154038,RH,V2d,V2,dorsal
577,150423,11.515718917765453,RH,V2d,V2,dorsal
578,155938,21.433199656328004,RH,V2d,V2,dorsal
579,156334,12.449125106328106,RH,V2d,V2,dorsal
580,157336,7.829681981718568,RH,V2d,V2,dorsal
581,158035,7.796159224450914,RH,V2d,V2,dorsal
582,158136,13.775676973232686,RH,V2d,V2,dorsal
583,159239,13.586720729346217,RH,V2d,V2,dorsal
584,162935,6.853136325574055,RH,V2d,V2,dorsal
585,164131,24.339276173661432,RH,V2d,V2,dorsal
586,164636,16.38187592722215,RH,V2d,V2,dorsal
587,165436,11.255472395356412,RH,V2d,V2,dorsal
588,167036,7.786783617888585,RH,V2d,V2,dorsal
589,167440,7.613437937383934,RH,V2d,V2,dorsal
590,169040,20.26611427010533,RH,V2d,V2,dorsal
591,169343,43.83236006769467,RH,V2d,V2,dorsal
592,169444,24.04480155226715,RH,V2d,V2,dorsal
593,169747,12.464836817145567,RH,V2d,V2,dorsal
594,171633,21.81067151440442,RH,V2d,V2,dorsal
595,172130,18.148480263478632,RH,V2d,V2,dorsal
596,173334,20.91751120350637,RH,V2d,V2,dorsal
597,175237,21.042513103061395,RH,V2d,V2,dorsal
598,176542,30.964977425600278,RH,V2d,V2,dorsal
599,177140,27.36691799858657,RH,V2d,V2,dorsal
600,177645,33.06352028129948,RH,V2d,V2,dorsal
601,177746,16.193938852838382,RH,V2d,V2,dorsal
602,178142,8.721826635067849,RH,V2d,V2,dorsal
603,178243,19.21468226504589,RH,V2d,V2,dorsal
604,178647,17.34567616844265,RH,V2d,V2,dorsal
605,180533,14.279149804051627,RH,V2d,V2,dorsal
606,181232,9.417548812280923,RH,V2d,V2,dorsal
607,181636,16.629002199866715,RH,V2d,V2,dorsal
608,182436,15.492944447649558,RH,V2d,V2,dorsal
609,182739,25.18507850757401,RH,V2d,V2,dorsal
610,185442,18.391653950866413,RH,V2d,V2,dorsal
611,186949,24.523938175009544,RH,V2d,V2,dorsal
612,187345,9.813554922135934,RH,V2d,V2,dorsal
613,191033,14.90149829439256,RH,V2d,V2,dorsal
614,191336,23.659007859438603,RH,V2d,V2,dorsal
615,191841,12.694578932519335,RH,V2d,V2,dorsal
616,192439,10.652128456650958,RH,V2d,V2,dorsal
617,192641,15.112018481308581,RH,V2d,V2,dorsal
618,193845,12.618197942910717,RH,V2d,V2,dorsal
619,195041,12.934421422018309,RH,V2d,V2,dorsal
620,196144,10.78744463932668,RH,V2d,V2,dorsal
621,197348,12.715750274901893,RH,V2d,V2,dorsal
622,198653,19.9632427654543,RH,V2d,V2,dorsal
623,199655,26.368296420651024,RH,V2d,V2,dorsal
624,200210,12.303505931715065,RH,V2d,V2,dorsal
625,200311,16.31420087556373,RH,V2d,V2,dorsal
626,200614,7.652481853577757,RH,V2d,V2,dorsal
627,201515,22.174570085100054,RH,V2d,V2,dorsal
628,203418,20.654475453644164,RH,V2d,V2,dorsal
629,204521,9.983029994681399,RH,V2d,V2,dorsal
630,205220,15.802905567827366,RH,V2d,V2,dorsal
631,209228,6.726890638223665,RH,V2d,V2,dorsal
632,212419,15.108836591079088,RH,V2d,V2,dorsal
633,214019,13.0995574198924,RH,V2d,V2,dorsal
634,214524,9.242971892350283,RH,V2d,V2,dorsal
635,221319,30.772668188173682,RH,V2d,V2,dorsal
636,233326,19.738466584934933,RH,V2d,V2,dorsal
637,239136,25.466617486369326,RH,V2d,V2,dorsal
638,246133,14.609204456786424,RH,V2d,V2,dorsal
639,249947,15.66476026331083,RH,V2d,V2,dorsal
640,251833,31.996381290325587,RH,V2d,V2,dorsal
641,257845,10.13279374215484,RH,V2d,V2,dorsal
642,263436,22.735586066656577,RH,V2d,V2,dorsal
643,283543,11.557386135253685,RH,V2d,V2,dorsal
644,318637,9.917307632019943,RH,V2d,V2,dorsal
645,320826,19.527304503963794,RH,V2d,V2,dorsal
646,330324,5.660022387792174,RH,V2d,V2,dorsal
647,346137,25.852511249798226,RH,V2d,V2,dorsal
648,352738,11.099632521744809,RH,V2d,V2,dorsal
649,360030,9.084740020348445,RH,V2d,V2,dorsal
650,365343,25.539290983538596,RH,V2d,V2,dorsal
651,380036,19.638680527497833,RH,V2d,V2,dorsal
652,381038,20.70701253562343,RH,V2d,V2,dorsal
653,385046,10.390001886622022,RH,V2d,V2,dorsal
654,389357,9.204433969755419,RH,V2d,V2,dorsal
655,393247,11.464243494070258,RH,V2d,V2,dorsal
656,395756,27.84853344469659,RH,V2d,V2,dorsal
657,397760,7.570928096277278,RH,V2d,V2,dorsal
658,401422,9.235717785896295,RH,V2d,V2,dorsal
659,406836,9.951614306502142,RH,V2d,V2,dorsal
660,412528,12.567249464450848,RH,V2d,V2,dorsal
661,429040,13.323435989258257,RH,V2d,V2,dorsal
662,436845,7.00840176134259,RH,V2d,V2,dorsal
663,463040,18.17734862005074,RH,V2d,V2,dorsal
664,467351,8.455252414634435,RH,V2d,V2,dorsal
665,525541,11.50225204081167,RH,V2d,V2,dorsal
666,536647,16.177513381997965,RH,V2d,V2,dorsal
667,541943,13.215780694456171,RH,V2d,V2,dorsal
668,547046,14.422834693123187,RH,V2d,V2,dorsal
669,550439,8.979399437348926,RH,V2d,V2,dorsal
670,552241,15.185543620180246,RH,V2d,V2,dorsal
671,562345,12.83408643873357,RH,V2d,V2,dorsal
672,572045,9.977160889305466,RH,V2d,V2,dorsal
673,573249,35.70243662228023,RH,V2d,V2,dorsal
674,581450,19.052380520720067,RH,V2d,V2,dorsal
675,585256,16.425809493545675,RH,V2d,V2,dorsal
676,601127,8.426162956773025,RH,V2d,V2,dorsal
677,617748,25.34935909163887,RH,V2d,V2,dorsal
678,627549,16.645259741316405,RH,V2d,V2,dorsal
679,638049,10.684351568887253,RH,V2d,V2,dorsal
680,644246,18.698931661154905,RH,V2d,V2,dorsal
681,654552,15.438549302065567,RH,V2d,V2,dorsal
682,671855,10.860520022953855,RH,V2d,V2,dorsal
683,680957,7.934259089591534,RH,V2d,V2,dorsal
684,690152,9.891943956991149,RH,V2d,V2,dorsal
685,706040,11.674979254630822,RH,V2d,V2,dorsal
686,724446,8.731896604567382,RH,V2d,V2,dorsal
687,725751,21.513639438163295,RH,V2d,V2,dorsal
688,732243,15.665988027555507,RH,V2d,V2,dorsal
689,751550,18.0194879737897,RH,V2d,V2,dorsal
690,757764,9.082862680952855,RH,V2d,V2,dorsal
691,765864,5.761755716350632,RH,V2d,V2,dorsal
692,770352,14.308676922024944,RH,V2d,V2,dorsal
693,771354,11.594918718050415,RH,V2d,V2,dorsal
694,782561,14.625325444818202,RH,V2d,V2,dorsal
695,783462,8.475846324342399,RH,V2d,V2,dorsal
696,789373,14.153501886853858,RH,V2d,V2,dorsal
697,814649,18.460410461296252,RH,V2d,V2,dorsal
698,818859,22.26716224961737,RH,V2d,V2,dorsal
699,825048,7.23155652658935,RH,V2d,V2,dorsal
700,826353,11.555256901909189,RH,V2d,V2,dorsal
701,833249,9.875606723856974,RH,V2d,V2,dorsal
702,859671,19.529773720445768,RH,V2d,V2,dorsal
703,861456,14.01334661492327,RH,V2d,V2,dorsal
704,871762,12.028540290796073,RH,V2d,V2,dorsal
705,872764,7.948189451714249,RH,V2d,V2,dorsal
706,878776,17.905231886421557,RH,V2d,V2,dorsal
707,878877,7.831638875751871,RH,V2d,V2,dorsal
708,898176,10.491764835286096,RH,V2d,V2,dorsal
709,899885,9.06358085059549,RH,V2d,V2,dorsal
710,901139,15.60347344154153,RH,V2d,V2,dorsal
711,901442,14.365118486391689,RH,V2d,V2,dorsal
712,905147,13.597732463539415,RH,V2d,V2,dorsal
713,910241,26.205136661316587,RH,V2d,V2,dorsal
714,926862,10.505774111104495,RH,V2d,V2,dorsal
715,927359,15.415003020844628,RH,V2d,V2,dorsal
716,942658,25.494992376965495,RH,V2d,V2,dorsal
717,943862,21.230097152086913,RH,V2d,V2,dorsal
718,951457,11.606990879576507,RH,V2d,V2,dorsal
719,958976,42.20589341879111,RH,V2d,V2,dorsal
720,966975,15.194652098592911,RH,V2d,V2,dorsal
721,971160,10.63784637849634,RH,V2d,V2,dorsal
722,973770,13.3540137203249,RH,V2d,V2,dorsal
723,995174,37.39100038231407,RH,V2d,V2,dorsal
724,100610,20.721906094881827,LH,V3d,V3,dorsal
725,102311,21.759939458863354,LH,V3d,V3,dorsal
726,102816,22.58331986456608,LH,V3d,V3,dorsal
727,104416,21.877099625497742,LH,V3d,V3,dorsal
728,105923,24.0420425533406,LH,V3d,V3,dorsal
729,108323,16.91509560307115,LH,V3d,V3,dorsal
730,109123,20.64221072437802,LH,V3d,V3,dorsal
731,111312,22.23676374628471,LH,V3d,V3,dorsal
732,111514,23.4181240026267,LH,V3d,V3,dorsal
733,114823,27.610221289838073,LH,V3d,V3,dorsal
734,115017,18.25674463626535,LH,V3d,V3,dorsal
735,115825,23.623686104618738,LH,V3d,V3,dorsal
736,116726,20.90488364221493,LH,V3d,V3,dorsal
737,118225,18.86027116398211,LH,V3d,V3,dorsal
738,125525,21.775882535279308,LH,V3d,V3,dorsal
739,126426,25.464289020895563,LH,V3d,V3,dorsal
740,128935,19.613850362602268,LH,V3d,V3,dorsal
741,130114,26.584637045602996,LH,V3d,V3,dorsal
742,130518,23.31165793212236,LH,V3d,V3,dorsal
743,131217,18.84224383033916,LH,V3d,V3,dorsal
744,131722,28.347968024310408,LH,V3d,V3,dorsal
745,132118,18.08890977457403,LH,V3d,V3,dorsal
746,134627,27.431192414584597,LH,V3d,V3,dorsal
747,134829,19.46028598364266,LH,V3d,V3,dorsal
748,135124,21.056311283357903,LH,V3d,V3,dorsal
749,137128,17.907163664978675,LH,V3d,V3,dorsal
750,140117,22.732957127201402,LH,V3d,V3,dorsal
751,144226,17.957418089752803,LH,V3d,V3,dorsal
752,145834,14.869523658059158,LH,V3d,V3,dorsal
753,146129,20.45071931638261,LH,V3d,V3,dorsal
754,146432,21.03510443537622,LH,V3d,V3,dorsal
755,146735,28.520962120449784,LH,V3d,V3,dorsal
756,146937,23.84691999604923,LH,V3d,V3,dorsal
757,148133,26.98125730296542,LH,V3d,V3,dorsal
758,150423,14.996484668799697,LH,V3d,V3,dorsal
759,155938,27.54977434551681,LH,V3d,V3,dorsal
760,156334,27.894084790739946,LH,V3d,V3,dorsal
761,157336,16.92942572310349,LH,V3d,V3,dorsal
762,158035,22.060213728032775,LH,V3d,V3,dorsal
763,158136,17.030489232683482,LH,V3d,V3,dorsal
764,159239,27.491205218366545,LH,V3d,V3,dorsal
765,162935,21.995830579244675,LH,V3d,V3,dorsal
766,164131,28.978652014376195,LH,V3d,V3,dorsal
767,164636,23.259747590892175,LH,V3d,V3,dorsal
768,165436,19.438240501604273,LH,V3d,V3,dorsal
769,167036,19.555510847541512,LH,V3d,V3,dorsal
770,167440,21.562769484608637,LH,V3d,V3,dorsal
771,169040,34.47798640224274,LH,V3d,V3,dorsal
772,169343,41.95918889965017,LH,V3d,V3,dorsal
773,169444,32.2368536405715,LH,V3d,V3,dorsal
774,169747,27.20063902664822,LH,V3d,V3,dorsal
775,171633,24.548420579119753,LH,V3d,V3,dorsal
776,172130,20.93786067961703,LH,V3d,V3,dorsal
777,173334,19.154947727393612,LH,V3d,V3,dorsal
778,175237,21.671258459614325,LH,V3d,V3,dorsal
779,176542,16.205922077246004,LH,V3d,V3,dorsal
780,177140,22.091794649679812,LH,V3d,V3,dorsal
781,177645,34.070077705694324,LH,V3d,V3,dorsal
782,177746,28.249593821974056,LH,V3d,V3,dorsal
783,178142,22.986317211686746,LH,V3d,V3,dorsal
784,178243,19.018515160115932,LH,V3d,V3,dorsal
785,178647,16.758919339090173,LH,V3d,V3,dorsal
786,180533,17.471835597615556,LH,V3d,V3,dorsal
787,181232,29.257497450678986,LH,V3d,V3,dorsal
788,181636,15.75342651309524,LH,V3d,V3,dorsal
789,182436,15.973225872004884,LH,V3d,V3,dorsal
790,182739,18.90028176619871,LH,V3d,V3,dorsal
791,185442,25.36938943523512,LH,V3d,V3,dorsal
792,186949,24.210188286497548,LH,V3d,V3,dorsal
793,187345,20.666427737747178,LH,V3d,V3,dorsal
794,191033,31.637320868716763,LH,V3d,V3,dorsal
795,191336,26.570270248895397,LH,V3d,V3,dorsal
796,191841,22.162079449224407,LH,V3d,V3,dorsal
797,192439,30.339554616478534,LH,V3d,V3,dorsal
798,192641,27.88533054696834,LH,V3d,V3,dorsal
799,193845,21.396833148134924,LH,V3d,V3,dorsal
800,195041,24.381067946054017,LH,V3d,V3,dorsal
801,196144,24.512199294538927,LH,V3d,V3,dorsal
802,197348,24.44484208359862,LH,V3d,V3,dorsal
803,198653,22.698712671994986,LH,V3d,V3,dorsal
804,199655,18.053342104100167,LH,V3d,V3,dorsal
805,200210,26.7770095341049,LH,V3d,V3,dorsal
806,200311,25.36969036275183,LH,V3d,V3,dorsal
807,200614,25.05480499339655,LH,V3d,V3,dorsal
808,201515,19.789361119073995,LH,V3d,V3,dorsal
809,203418,33.05008560641751,LH,V3d,V3,dorsal
810,204521,30.331007559038163,LH,V3d,V3,dorsal
811,205220,24.54494697552884,LH,V3d,V3,dorsal
812,209228,25.035771486175125,LH,V3d,V3,dorsal
813,212419,25.926964936880108,LH,V3d,V3,dorsal
814,214019,37.50189420130244,LH,V3d,V3,dorsal
815,214524,25.99164263874859,LH,V3d,V3,dorsal
816,221319,18.435138127611747,LH,V3d,V3,dorsal
817,233326,27.000285367148827,LH,V3d,V3,dorsal
818,239136,42.40095655387258,LH,V3d,V3,dorsal
819,246133,27.18718192319965,LH,V3d,V3,dorsal
820,249947,27.064904344441096,LH,V3d,V3,dorsal
821,251833,24.78885772650665,LH,V3d,V3,dorsal
822,257845,18.484357964024795,LH,V3d,V3,dorsal
823,263436,14.541920169243722,LH,V3d,V3,dorsal
824,283543,20.580224336027104,LH,V3d,V3,dorsal
825,318637,25.555584788570233,LH,V3d,V3,dorsal
826,320826,20.967302051010737,LH,V3d,V3,dorsal
827,330324,26.321397621608465,LH,V3d,V3,dorsal
828,346137,27.48446159561592,LH,V3d,V3,dorsal
829,352738,28.35740035527442,LH,V3d,V3,dorsal
830,360030,23.45186831136722,LH,V3d,V3,dorsal
831,365343,23.761554502384044,LH,V3d,V3,dorsal
832,380036,21.696938786764985,LH,V3d,V3,dorsal
833,381038,31.369552151932545,LH,V3d,V3,dorsal
834,385046,16.279336425081755,LH,V3d,V3,dorsal
835,389357,41.433173878369544,LH,V3d,V3,dorsal
836,393247,16.79027021550615,LH,V3d,V3,dorsal
837,395756,27.029619302003287,LH,V3d,V3,dorsal
838,397760,17.389993263523294,LH,V3d,V3,dorsal
839,401422,25.704244163671838,LH,V3d,V3,dorsal
840,406836,20.387251223635186,LH,V3d,V3,dorsal
841,412528,29.272042539181005,LH,V3d,V3,dorsal
842,429040,18.09946680058983,LH,V3d,V3,dorsal
843,436845,37.99287212382762,LH,V3d,V3,dorsal
844,463040,19.648391378805425,LH,V3d,V3,dorsal
845,467351,19.514728523035302,LH,V3d,V3,dorsal
846,525541,19.31839423582823,LH,V3d,V3,dorsal
847,536647,20.432498906028012,LH,V3d,V3,dorsal
848,541943,28.77006030068677,LH,V3d,V3,dorsal
849,547046,31.50901349543812,LH,V3d,V3,dorsal
850,550439,18.950512758171687,LH,V3d,V3,dorsal
851,552241,35.47874272078267,LH,V3d,V3,dorsal
852,562345,18.8482768929161,LH,V3d,V3,dorsal
853,572045,16.602664790848767,LH,V3d,V3,dorsal
854,573249,25.355464659286152,LH,V3d,V3,dorsal
855,581450,28.00261342467235,LH,V3d,V3,dorsal
856,585256,24.45750323994798,LH,V3d,V3,dorsal
857,601127,24.64392793500418,LH,V3d,V3,dorsal
858,617748,22.254408202923436,LH,V3d,V3,dorsal
859,627549,24.51013376612487,LH,V3d,V3,dorsal
860,638049,24.790046923609456,LH,V3d,V3,dorsal
861,644246,25.624804812078732,LH,V3d,V3,dorsal
862,654552,19.194886304229904,LH,V3d,V3,dorsal
863,671855,28.37264450323974,LH,V3d,V3,dorsal
864,680957,24.575805950954187,LH,V3d,V3,dorsal
865,690152,19.55702248527417,LH,V3d,V3,dorsal
866,706040,17.145777033717472,LH,V3d,V3,dorsal
867,724446,19.569813008169373,LH,V3d,V3,dorsal
868,725751,28.658598990796186,LH,V3d,V3,dorsal
869,732243,20.489863966105595,LH,V3d,V3,dorsal
870,751550,35.521006375848906,LH,V3d,V3,dorsal
871,757764,24.011090230778244,LH,V3d,V3,dorsal
872,765864,18.09080415728969,LH,V3d,V3,dorsal
873,770352,18.35600413088343,LH,V3d,V3,dorsal
874,771354,23.495330282624856,LH,V3d,V3,dorsal
875,782561,25.735432188560868,LH,V3d,V3,dorsal
876,783462,23.060657462660775,LH,V3d,V3,dorsal
877,789373,18.82346710643711,LH,V3d,V3,dorsal
878,814649,26.375331014695906,LH,V3d,V3,dorsal
879,818859,19.882540276857515,LH,V3d,V3,dorsal
880,825048,21.075559920711925,LH,V3d,V3,dorsal
881,826353,19.97063953171222,LH,V3d,V3,dorsal
882,833249,20.073178982555326,LH,V3d,V3,dorsal
883,859671,20.515208278448657,LH,V3d,V3,dorsal
884,861456,33.29144728014883,LH,V3d,V3,dorsal
885,871762,15.863840407017713,LH,V3d,V3,dorsal
886,872764,22.26692269402283,LH,V3d,V3,dorsal
887,878776,28.39795977792314,LH,V3d,V3,dorsal
888,878877,18.40828485353994,LH,V3d,V3,dorsal
889,898176,21.486282194611814,LH,V3d,V3,dorsal
890,899885,24.691500835555953,LH,V3d,V3,dorsal
891,901139,24.833828472104333,LH,V3d,V3,dorsal
892,901442,17.298148154064837,LH,V3d,V3,dorsal
893,905147,18.368401579069573,LH,V3d,V3,dorsal
894,910241,44.66673978454266,LH,V3d,V3,dorsal
895,926862,19.170782298181933,LH,V3d,V3,dorsal
896,927359,15.974030288772285,LH,V3d,V3,dorsal
897,942658,28.20395796920774,LH,V3d,V3,dorsal
898,943862,25.375836818381146,LH,V3d,V3,dorsal
899,951457,17.428439291283546,LH,V3d,V3,dorsal
900,958976,20.22238947251929,LH,V3d,V3,dorsal
901,966975,18.062758418950317,LH,V3d,V3,dorsal
902,971160,18.902453780543578,LH,V3d,V3,dorsal
903,973770,23.670908094913308,LH,V3d,V3,dorsal
904,995174,22.164130027098174,LH,V3d,V3,dorsal
905,100610,19.174745925794696,RH,V3d,V3,dorsal
906,102311,21.953964871590077,RH,V3d,V3,dorsal
907,102816,18.27694112782736,RH,V3d,V3,dorsal
908,104416,16.297125117356288,RH,V3d,V3,dorsal
909,105923,23.64319247614429,RH,V3d,V3,dorsal
910,108323,17.88722242417574,RH,V3d,V3,dorsal
911,109123,25.721509998342796,RH,V3d,V3,dorsal
912,111312,17.38900589226471,RH,V3d,V3,dorsal
913,111514,14.146999692184023,RH,V3d,V3,dorsal
914,114823,22.128753438341878,RH,V3d,V3,dorsal
915,115017,20.5138935815021,RH,V3d,V3,dorsal
916,115825,35.51929767549744,RH,V3d,V3,dorsal
917,116726,17.546829100921997,RH,V3d,V3,dorsal
918,118225,18.53363111402487,RH,V3d,V3,dorsal
919,125525,23.180193382792563,RH,V3d,V3,dorsal
920,126426,17.550934139345074,RH,V3d,V3,dorsal
921,128935,18.50423068705546,RH,V3d,V3,dorsal
922,130114,20.187698718998366,RH,V3d,V3,dorsal
923,130518,17.150642897053014,RH,V3d,V3,dorsal
924,131217,11.16697341273006,RH,V3d,V3,dorsal
925,131722,38.28053986827025,RH,V3d,V3,dorsal
926,132118,12.565056469972166,RH,V3d,V3,dorsal
927,134627,28.847130290532267,RH,V3d,V3,dorsal
928,134829,10.242850034578584,RH,V3d,V3,dorsal
929,135124,17.506412713558554,RH,V3d,V3,dorsal
930,137128,18.07421773542106,RH,V3d,V3,dorsal
931,140117,18.83282450220818,RH,V3d,V3,dorsal
932,144226,15.21413059589656,RH,V3d,V3,dorsal
933,145834,12.118413684089507,RH,V3d,V3,dorsal
934,146129,18.975554789211802,RH,V3d,V3,dorsal
935,146432,16.072663375672334,RH,V3d,V3,dorsal
936,146735,24.075096594989322,RH,V3d,V3,dorsal
937,146937,18.51582513533852,RH,V3d,V3,dorsal
938,148133,16.137138169782023,RH,V3d,V3,dorsal
939,150423,13.291574282909561,RH,V3d,V3,dorsal
940,155938,19.300164296646194,RH,V3d,V3,dorsal
941,156334,22.26672703073852,RH,V3d,V3,dorsal
942,157336,15.621928107814483,RH,V3d,V3,dorsal
943,158035,10.625927540854953,RH,V3d,V3,dorsal
944,158136,14.592913265866107,RH,V3d,V3,dorsal
945,159239,29.06339243595032,RH,V3d,V3,dorsal
946,162935,16.379923673018926,RH,V3d,V3,dorsal
947,164131,36.16059360247092,RH,V3d,V3,dorsal
948,164636,20.100043388858488,RH,V3d,V3,dorsal
949,165436,14.357833349977575,RH,V3d,V3,dorsal
950,167036,20.09363214658509,RH,V3d,V3,dorsal
951,167440,18.4004800298494,RH,V3d,V3,dorsal
952,169040,22.441007302959964,RH,V3d,V3,dorsal
953,169343,56.99702333588618,RH,V3d,V3,dorsal
954,169444,19.202913487494303,RH,V3d,V3,dorsal
955,169747,34.486241606153946,RH,V3d,V3,dorsal
956,171633,18.697802548199885,RH,V3d,V3,dorsal
957,172130,18.13823756620786,RH,V3d,V3,dorsal
958,173334,16.060574791324484,RH,V3d,V3,dorsal
959,175237,16.424906389606516,RH,V3d,V3,dorsal
960,176542,26.927562164588615,RH,V3d,V3,dorsal
961,177140,13.115463386248813,RH,V3d,V3,dorsal
962,177645,26.569532598415734,RH,V3d,V3,dorsal
963,177746,10.118419812981784,RH,V3d,V3,dorsal
964,178142,15.165297464029903,RH,V3d,V3,dorsal
965,178243,23.319018825914217,RH,V3d,V3,dorsal
966,178647,21.90966906101589,RH,V3d,V3,dorsal
967,180533,18.270870737224403,RH,V3d,V3,dorsal
968,181232,12.553950832073248,RH,V3d,V3,dorsal
969,181636,11.51131326441665,RH,V3d,V3,dorsal
970,182436,23.88171329786181,RH,V3d,V3,dorsal
971,182739,15.397179861976937,RH,V3d,V3,dorsal
972,185442,16.178073158135042,RH,V3d,V3,dorsal
973,186949,19.015932087923947,RH,V3d,V3,dorsal
974,187345,16.847034680851262,RH,V3d,V3,dorsal
975,191033,18.783698419345072,RH,V3d,V3,dorsal
976,191336,27.601115330531695,RH,V3d,V3,dorsal
977,191841,13.436234566108253,RH,V3d,V3,dorsal
978,192439,16.13211873220274,RH,V3d,V3,dorsal
979,192641,19.044380095277745,RH,V3d,V3,dorsal
980,193845,17.64867522631693,RH,V3d,V3,dorsal
981,195041,15.18221078816374,RH,V3d,V3,dorsal
982,196144,31.255319145630015,RH,V3d,V3,dorsal
983,197348,17.595205564079993,RH,V3d,V3,dorsal
984,198653,30.184382866257362,RH,V3d,V3,dorsal
985,199655,29.198495504133472,RH,V3d,V3,dorsal
986,200210,20.626279751248866,RH,V3d,V3,dorsal
987,200311,16.64885993631948,RH,V3d,V3,dorsal
988,200614,13.35791998817227,RH,V3d,V3,dorsal
